work_id,old_id,type,type_num,language,creator,fictionality,commentary,note,created,created_by,last_modified,last_modified_by
W0281,PS00505,PS,505,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0282,PS00506,PS,506,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0283,PS00507,PS,507,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0284,PS00508,PS,508,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0285,PS00633,PS,633,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0286,PS00509,PS,509,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0287,PS00510,PS,510,en,AG0108,,,,2018-11-04,WH,2020-04-05,DP
W0288,PS00511,PS,511,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0289,PS00512,PS,512,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0290,PS00513,PS,513,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0291,PS00514,PS,514,en,AG0507,,,,2018-11-04,WH,2020-04-05,DP
W0292,PS00515,PS,515,en,AG0508,,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0293,PS00516,PS,516,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0294,PS00517,PS,517,en,AG0509,,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0295,PS00518,PS,518,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0296,PS00519,PS,519,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0297,PS00520,PS,520,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0298,PS00521,PS,521,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0299,PS00522,PS,522,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0300,PS00523,PS,523,en,AG0626,,,,2018-11-04,WH,2020-04-05,DP
W0301,PS00524,PS,524,en,AG0626,,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0302,PS00525,PS,525,en,AG0262,,,,2018-11-04,WH,2020-04-05,DP
W0303,PS00526,PS,526,en,AG0640,,,,2018-11-04,WH,2020-04-05,DP
W0304,PS00527,PS,527,en,AG0641,,,,2018-11-04,WH,2020-04-05,DP
W0305,PS00528,PS,528,en,AG0515,,,,2018-11-04,WH,2020-04-05,DP
W0306,PS00529,PS,529,en,AG0626,,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0307,PS00530,PS,530,en,AG0626,,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0308,PS00531,PS,531,en,AG0626,,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0309,PS00532,PS,532,en,AG0520,,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0310,PS00533,PS,533,en,AG0521,,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0311,PS00534,PS,534,en,AG0522,,Translated by project member.,,2018-11-06,WH,2020-04-05,DP
W0312,PS00535,PS,535,en,AG0536,,,,2018-11-09,WH,2020-04-05,DP
W0313,PS00536,PS,536,en,AG0626,,,,2018-11-09,WH,2020-04-05,DP
W0314,PS00537,PS,537,en,AG0626,,,,2018-11-09,WH,2020-04-05,DP
W0315,PS00538,PS,538,en,AG0626,,,,2018-11-09,WH,2020-04-05,DP
W0316,PS00539,PS,539,en,AG0626,,,,2018-11-09,WH,2020-04-05,DP
W0317,PS00540,PS,540,en,AG0626,,,,2018-11-09,WH,2020-04-05,DP
W0318,PS00541,PS,541,en,AG0626,,,,2018-11-09,WH,2020-04-05,DP
W0319,PS00542,PS,542,en,AG0351,,Translated by project member.,,2018-11-09,WH,2020-04-05,DP
W0320,PS00543,PS,543,en,AG0626,,Translated by project member.,,2018-11-09,WH,2020-04-05,DP
W0321,PS00544,PS,544,en,AG0626,,Translated by project member.,,2018-11-09,WH,2020-04-05,DP
W0322,PS00545,PS,545,en,AG0626,,Translated by project member.,,2018-11-09,WH,2020-04-05,DP
W0323,PS00546,PS,546,en,AG0626,,Translated by project member.,,2018-11-09,WH,2020-04-05,DP
W0324,PS00547,PS,547,en,AG0544,,,,2018-11-13,WH,2020-04-05,DP
W0325,PS00548,PS,548,en,AG0649,,,,2018-11-14,WH,2020-04-05,DP
W0326,PS00549,PS,549,en,AG0626,,,,2018-11-14,WH,2020-04-05,DP
W0327,PS00550,PS,550,en,AG0545,,,,2018-11-14,WH,2020-04-05,DP
W0328,PS00551,PS,551,en,AG0626,,Translated by project member.,,2018-11-15,WH,2020-04-05,DP
W0329,PS00552,PS,552,en,AG0650,,Translated by project member.,,2018-11-15,WH,2020-04-05,DP
W0330,PS00553,PS,553,en,AG0009,,,,2018-11-15,WH,2020-04-05,DP
W0331,PS00554,PS,554,en,AG0550,,,,2018-11-16,WH,2020-04-05,DP
W0332,PS00555,PS,555,en,AG0157,,It is a collection of works from AG0157 and AG0444.,,2018-11-16,WH,2020-04-05,DP
W0333,PS00556,PS,556,en,AG0626,,Translated by project member.,,2018-11-16,WH,2020-04-05,DP
W0334,PS00557,PS,557,en,AG0626,,,,2018-11-24,WH,2020-04-05,DP
W0335,PS00558,PS,558,en,AG0651,,,,2018-11-24,WH,2020-04-05,DP
W0336,PS00559,PS,559,en,AG0652,,,,2018-11-24,WH,2020-04-05,DP
W0337,PS00560,PS,560,en,AG0626,,,,2018-11-24,WH,2020-04-05,DP
W0338,PS00561,PS,561,en,AG0626,,,,2018-11-24,WH,2020-04-05,DP
W0339,PS00562,PS,562,en,AG0626,,,,2018-11-25,WH,2020-04-05,DP
W0340,PS00563,PS,563,en,AG0431,,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0341,PS00564,PS,564,en,AG0653,,,,2018-11-25,WH,2020-04-05,DP
W0342,PS00565,PS,565,en,AG0626,,,,2018-11-25,WH,2020-04-05,DP
W0343,PS00566,PS,566,en,AG0626,,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0344,PS00567,PS,567,en,AG0626,,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0345,PS00568,PS,568,en,AG0626,,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0346,PS00569,PS,569,en,AG0626,,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0347,PS00570,PS,570,en,AG0626,,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0348,PS00571,PS,571,en,AG0626,,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0349,PS00572,PS,572,en,AG0150,,Translated by project member.,,2018-11-25,WH,2020-04-05,DP
W0350,PS00573,PS,573,en,AG0562,,Translated by project member.,,2018-12-15,WH,2020-04-05,DP
W0351,PS00574,PS,574,en,AG0563,,Translated by project member.,,2018-12-15,WH,2020-04-05,DP
W0352,PS00575,PS,575,en,AG0564,,Translated by project member.,,2018-12-16,WH,2020-04-05,DP
W0353,PS00576,PS,576,en,AG0565,,Translated by project member.,,2018-12-16,WH,2020-04-05,DP
W0354,PS00577,PS,577,en,AG0567,,Another author is AG0568.,,2018-12-17,WH,2020-04-05,DP
W0355,PS00578,PS,578,en,AG0569,,,,2018-12-22,WH,2020-04-05,DP
W0356,PS00579,PS,579,en,AG0570,,Another author is AG0571. Translated by project member.,,2018-12-22,WH,2020-04-05,DP
W0357,PS00580,PS,580,en,AG0575,,Translated by project member.,,2018-12-24,WH,2020-04-05,DP
W0358,PS00581,PS,581,en,AG0576,,Translated by project member.,,2018-12-24,WH,2020-04-05,DP
W0359,PS00582,PS,582,en,AG0578,,Translated by project member.,,2018-12-24,WH,2020-04-05,DP
W0360,PS00583,PS,583,en,AG0115,,Translated by project member.,,2018-12-24,WH,2020-04-05,DP
W0361,PS00584,PS,584,en,AG0579,,,,2019-01-25,WH,2020-04-05,DP
W0362,PS00585,PS,585,en,AG0579,,Translated by project member.,,2019-01-26,WH,2020-04-05,DP
W0363,PS00586,PS,586,en,AG0580,,Translated by project member.,,2019-01-26,WH,2020-04-05,DP
W0364,PS00587,PS,587,en,AG0583,,,,2019-01-28,WH,2020-04-05,DP
W0365,PS00588,PS,588,en,AG0018,,Translated by project member.,,2019-01-29,WH,2020-04-05,DP
W0366,PS00589,PS,589,en,AG0134,,Translated by project member. The manuscript of this book was burned as firewood by the author’s mother.,,2019-02-17,WH,2020-04-05,DP
W0367,PS00590,PS,590,en,AG0586,,Translated by project member.,,2019-02-17,WH,2020-04-05,DP
W0368,PS00591,PS,591,en,AG0590,,,,2019-02-17,WH,2020-04-05,DP
W0369,PS00592,PS,592,en,AG0591,,Translated by project member.,,2019-02-17,WH,2020-04-05,DP
W0370,PS00593,PS,593,en,AG0592,,Translated by project member.,,2019-02-17,WH,2020-04-05,DP
W0371,PS00594,PS,594,en,AG0012,,circulation started in the early 1970s probably 1972,,2019-02-17,WH,2020-04-05,DP
W0372,PS00595,PS,595,en,AG0012,,circulation started in the early 1970s probably 1972,,2019-02-17,WH,2020-04-05,DP
W0373,PS00596,PS,596,en,AG0012,,circulation started in the early 1970s probably 1972,,2019-02-17,WH,2020-04-05,DP
W0374,PS00597,PS,597,en,AG0592,,Translated by project member.,,2019-02-23,WH,2020-04-05,DP
W0375,PS00598,PS,598,en,AG0593,,Translated by project member.,,2019-02-23,WH,2020-04-05,DP
W0376,PS00599,PS,599,en,AG0594,,Translated by project member.,,2019-02-23,WH,2020-04-05,DP
W0377,PS00620,PS,620,en,AG0495,,,,2018-12-11,MG,2020-04-05,DP
W0378,PS00600,PS,600,fr,AG0443,,Written in 1918,,2019-02-04,MG,2020-04-05,DP
W0379,PS00621,PS,621,zh,AG0494,,,,2018-12-11,MG,2020-04-05,DP
W0380,PS00602,PS,602,zh,AG0493,,,,2018-12-11,MG,2020-04-05,DP
W0381,PS00622,PS,622,en,AG0608,,,,2019-02-11,MG,2020-04-05,DP
W0382,PS00603,PS,603,en,AG0491,,Translated by project member,,2018-12-15,MG,2020-04-05,DP
W0383,PS00623,PS,623,zh,AG0609,,Semi-overt distribution in China,,2019-02-11,MG,2020-04-05,DP
W0384,PS00624,PS,624,zh,AG0490,,earlier editions were published in Taipei,,2018-12-12,MG,2020-04-05,DP
W0385,PS00604,PS,604,en,AG0613,,big character poster,,2019-02-18,LH,2020-04-05,DP
W0386,PS00605,PS,605,en,AG0488,,,,2018-12-12,MG,2020-04-05,DP
W0387,PS00625,PS,625,en,AG0615,,,,2019-02-18,LH,2020-04-05,DP
W0388,PS00606,PS,606,en,AG0483,,,,2018-12-12,MG,2020-04-05,DP
W0389,PS00626,PS,626,en,AG0616,,,,2019-03-08,MG,2020-04-05,DP
W0390,PS00607,PS,607,en,AG0483,,,,2018-12-12,MG,2020-04-05,DP
W0391,PS00627,PS,627,en,AG0618,,,,2019-03-09,MG,2020-04-05,DP
W0392,PS00608,PS,608,en,AG0482,,,,2018-12-12,MG,2020-04-05,DP
W0393,PS00628,PS,628,en,AG0619,,,,2019-03-09,MG,2020-04-05,DP
W0394,PS00629,PS,629,zh,AG0251,,,,2018-12-15,MG,2020-04-05,DP
W0395,PS00609,PS,609,en,AG0620,,,,2019-03-09,MG,2020-04-05,DP
W0396,PS00630,PS,630,zh,AG0481,,The word ‘Tongzhi’ was added to the work name after ‘Mao Zedong’ on the first Chinese edition.,,2018-12-15,MG,2020-04-05,DP
W0397,PS00610,PS,610,en,AG0620,,This article was published as a capital of his collection.,,2019-03-08,MG,2020-04-05,DP
W0398,PS00631,PS,631,ru,AG0496,,,,2019-05-02,WH,2020-04-05,DP
W0399,PS00611,PS,611,zh,AG0006,,,,2019-03-09,MG,2020-04-05,DP
W0400,PS00612,PS,612,zh,AG0497,,,,2018-12-15,MG,2020-04-05,DP
W0401,PS00613,PS,613,en,AG0626,,,,2019-01-31,LH,2020-04-05,DP
W0402,PS00614,PS,614,zh,AG0150,,,,2018-12-30,MG,2020-04-05,DP
W0403,PS00615,PS,615,en,AG0150,,,,2018-12-30,MG,2020-04-05,DP
W0404,PS00616,PS,616,zh,AG0150,,,,2018-12-30,MG,2020-04-05,DP
W0405,PS00617,PS,617,zh,AG0150,,,,2018-12-30,MG,2020-04-05,DP
W0406,PS00700,PS,700,en,AG0597,,Translated by project member.,,2019-02-23,WH,2020-04-05,DP
W0407,PS00701,PS,701,en,AG0225,,,,2019-02-24,WH,2020-04-05,DP
W0408,PS00702,PS,702,en,AG0598,,,,2019-02-24,WH,2020-04-05,DP
W0409,PS00703,PS,703,fr,AG0600,,Translated from French by AG0091.,,2019-02-24,WH,2020-04-05,DP
W0410,PS00704,PS,704,en,AG0603,,,,2019-02-24,WH,2020-04-05,DP
W0411,PS00705,PS,705,en,AG0603,,,,2019-02-24,WH,2020-04-05,DP
W0412,PS00706,PS,706,en,AG0604,,This work was possibly written by him. The Chinese title is translated by project member.,,2019-02-24,WH,2020-04-05,DP
W0413,PS00707,PS,707,en,AG0605,,,,2019-03-08,LH,2020-04-05,DP
W0414,PS09999,PS,9999,en,AG0626,,,,2018-04-10,MG,2020-04-05,DP
W0415,PS00708,PS,708,zh,AG0626,,,,2019-06-04,WH,2020-04-05,DP
W0416,PS00709,PS,709,en,AG0286,,The title is probably a typo: 普希金诗抄.,,2019-06-06,WH,2020-04-05,DP
W0417,PS00710,PS,710,en,AG0654,,,,2019-06-16,WH,2020-04-05,DP
W0418,SS00003,SS,3,en,AG0062,,,,2017-07-12,OS,2020-04-05,DP
W0419,SS00005,SS,5,zh,AG0103,,,,2017-07-12,OS,2020-04-05,DP
W0420,SS00006,SS,6,en,AG0020,,,,2017-07-12,OS,2020-04-05,DP
W0421,SS00007,SS,7,zh,AG0103,,,,2017-07-12,OS,2020-04-05,DP
W0422,SS00009,SS,9,en,AG0017,,,,2017-07-12,OS,2020-04-05,DP
W0423,SS00011,SS,11,zh,AG0104,,,,2017-07-12,OS,2020-04-05,DP
W0424,SS00012,SS,12,zh,AG0105,,,,2017-07-12,OS,2020-04-05,DP
W0425,SS00014,SS,14,en,AG0106,,,,2017-07-19,LH,2020-04-05,DP
W0426,SS00026,SS,26,en,AG0113,,The text is about the author's experience in Fishing grounds while checking out the May 16th components (清查五一六分子) happened. The author was afraid of being categorized as May 16th components by his supervisor.,,2017-07-27,LH,2020-04-05,DP
W0427,SS00027,SS,27,en,AG0057,,,,2017-07-27,LH,2020-04-05,DP
W0428,SS00029,SS,29,en,AG0029,,Translated by Project Member,,2017-07-28,LH,2020-04-05,DP
W0429,SS00030,SS,30,en,AG0114,,In this book Zhang Yang relates how he wrote and rewrote his shouchao novel The Second Handshake. He thus also relates his imprisonment and other experiences during the CR (also includes childhood and time after the CR),,2017-08-01,LH,2020-04-05,DP
W0430,SS00043,SS,43,en,AG0117,,Translated by project member,,2017-08-08,MG,2020-04-05,DP
W0431,SS00044,SS,44,en,AG0009,,,,2017-08-07,MG,2020-04-05,DP
W0432,SS00045,SS,45,en,AG0120,,,,2017-08-11,MG,2020-04-05,DP
W0433,SS00061,SS,61,en,AG0127,,,,2017-09-06,CW,2020-04-05,DP
W0434,SS00075,SS,75,en,AG0130,,,,2017-09-22,MG,2020-04-05,DP
W0435,SS00108,SS,108,en,AG0156,,,,2017-10-09,MG,2020-04-05,DP
W0436,SS00109,SS,109,en,AG0031,,,,2017-10-09,MG,2020-04-05,DP
W0437,SS00110,SS,110,en,AG0121,,Translated by project member,,2017-11-08,MG,2020-04-05,DP
W0438,SS00111,SS,111,en,AG0123,,Translated by project member,,2017-11-08,MG,2020-04-05,DP
W0439,SS00112,SS,112,en,AG0003,,,,2017-12-13,MG,2020-04-05,DP
W0440,SS00113,SS,113,de,AG0061,,,,2017-12-13,MG,2020-04-05,DP
W0441,SS00114,SS,114,en,AG0010,,,,2017-12-13,MG,2020-04-05,DP
W0442,SS00115,SS,115,en,AG0120,,,,2017-12-13,MG,2020-04-05,DP
W0443,SS00116,SS,116,en,AG0033,,,,2017-12-13,MG,2020-04-05,DP
W0444,SS00117,SS,117,en,AG0058,,,,2017-12-13,MG,2020-04-05,DP
W0445,SS00118,SS,118,en,AG0035,,,,2017-12-13,MG,2020-04-05,DP
W0446,SS00119,SS,119,en,AG0041,,,,2017-12-13,MG,2020-04-05,DP
W0447,SS00120,SS,120,en,AG0045,,,,2017-12-13,MG,2020-04-05,DP
W0448,SS00123,SS,123,en,AG0073,,,,2017-12-17,MG,2020-04-05,DP
W0449,SS00124,SS,124,en,AG0171,,,,2017-12-23,OS,2020-04-05,DP
W0450,SS00127,SS,127,en,AG0016,,,,2017-12-29,OS,2020-04-05,DP
W0451,SS00128,SS,128,en,AG0063,,,,2017-12-29,OS,2020-04-05,DP
W0452,SS00129,SS,129,en,AG0172,,,,2017-12-29,OS,2020-04-05,DP
W0453,SS00130,SS,130,en,AG0048,,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0454,SS00131,SS,131,en,AG0188,,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0455,SS00133,SS,133,en,AG0051,,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0456,SS00134,SS,134,en,AG0189,,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0457,SS00135,SS,135,en,AG0039,,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0458,SS00136,SS,136,en,AG0190,,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0459,SS00137,SS,137,en,AG0049,,Translated by project member,,2017-12-27,MG,2020-04-05,DP
W0460,SS00138,SS,138,en,AG0187,,,,2018-01-03,OS,2020-04-05,DP
W0461,SS00139,SS,139,en,AG0173,,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0462,SS00140,SS,140,en,AG0175,,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0463,SS00141,SS,141,en,AG0176,,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0464,SS00142,SS,142,en,AG0177,,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0465,SS00143,SS,143,en,AG0178,,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0466,SS00144,SS,144,en,AG0179,,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0467,SS00145,SS,145,en,AG0182,,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0468,SS00146,SS,146,en,AG0184,,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0469,SS00147,SS,147,en,AG0185,,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0470,SS00148,SS,148,en,AG0186,,Translated by project member,,2018-01-05,MG,2020-04-05,DP
W0471,SS00149,SS,149,en,AG0115,,Translated by project member,,2018-01-08,MG,2020-04-05,DP
W0472,SS00150,SS,150,en,AG0043,,Translated by project member,,2018-01-10,MG,2020-04-05,DP
W0473,SS00151,SS,151,en,AG0072,,,,2018-01-10,MG,2020-04-05,DP
W0474,SS00152,SS,152,en,AG0124,,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0475,SS00153,SS,153,en,AG0116,,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0476,SS00154,SS,154,en,AG0118,,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0477,SS00155,SS,155,en,AG0011,,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0478,SS00156,SS,156,en,AG0191,,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0479,SS00157,SS,157,en,AG0125,,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0480,SS00158,SS,158,en,AG0018,,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0481,SS00159,SS,159,en,AG0192,,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0482,SS00160,SS,160,en,AG0134,,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0483,SS00161,SS,161,en,AG0193,,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0484,SS00162,SS,162,en,AG0194,,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0485,SS00163,SS,163,en,AG0122,,Translated by project member,,2018-01-12,MG,2020-04-05,DP
W0486,SS00185,SS,185,en,AG0003,,Translated by project member,,2018-01-24,OS,2020-04-05,DP
W0487,SS00189,SS,189,en,AG0009,,Translated by project member,,2018-01-25,OS,2020-04-05,DP
W0488,SS00190,SS,190,en,AG0195,,Translated by project member,,2018-01-25,OS,2020-04-05,DP
W0489,SS00192,SS,192,en,AG0196,,,,2018-01-25,OS,2020-04-05,DP
W0490,SS00170,SS,170,en,AG0197,,,,2018-02-01,OS,2020-04-05,DP
W0491,SS00193,SS,193,en,AG0118,,the 2nd part of the title is a reference to a poem by Baudelaire. Translated by project member,,2018-02-02,OS,2020-04-05,DP
W0492,SS00195,SS,195,en,AG0002,,Translated by project member,,2018-02-03,OS,2020-04-05,DP
W0493,SS00196,SS,196,en,AG0120,,Translated by project member,,2018-02-03,OS,2020-04-05,DP
W0494,SS00197,SS,197,en,AG0105,,Translated by project member,,2018-02-03,OS,2020-04-05,DP
W0495,SS00205,SS,205,en,AG0214,,,,2018-02-06,OS,2020-04-05,DP
W0496,SS00206,SS,206,en,AG0221,,,,2018-02-13,OS,2020-04-05,DP
W0497,SS00207,SS,207,en,AG0239,,Translated by project member,,2018-02-19,MG,2020-04-05,DP
W0498,SS00208,SS,208,en,AG0250,,,,2018-02-27,OS,2020-04-05,DP
W0499,SS00209,SS,209,en,AG0252,,,,2018-02-27,OS,2020-04-05,DP
W0500,SS00210,SS,210,en,AG0242,,,,2018-02-16,OS,2020-04-05,DP
W0501,SS00238,SS,238,en,AG0011,,徐浩渊 writes about her experience as a Zhiqing in Baiyangdian; Translated by project member,,2018-02-21,MG,2020-04-05,DP
W0502,SS00239,SS,239,en,AG0069,,Interview with 蒋定粤 about her experience with 太阳纵队; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0503,SS00240,SS,240,en,AG0105,,Interview with徐晓 about her experience during 文革; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0504,SS00241,SS,241,en,AG0113,,黄晓龙 wrote about his experience during 文革 in Chongqing; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0505,SS00242,SS,242,en,AG0173,,texts from 方子奋 about his ten years experience in prison; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0506,SS00243,SS,243,en,AG0173,,texts from 方子奋 about his ten years experience in prison; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0507,SS00244,SS,244,en,AG0175,,戴为伟 wrote about her childhood and her mother’s experience; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0508,SS00245,SS,245,en,AG0183,,by 马文蔚 about 九一三; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0509,SS00246,SS,246,en,AG0033,,周孜仁 wrote it about 九一三; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0510,SS00247,SS,247,en,AG0104,,http://www.51papers.com/lw/70/26/wz218111.htm; Translated by project member,,2018-02-27,MG,2020-04-05,DP
W0511,SS00248,SS,248,en,AG0257,,,,2018-03-06,MG,2020-04-05,DP
W0512,SS00268,SS,268,en,AG0282,,,,2018-03-17,MG,2020-04-05,DP
W0513,SS00269,SS,269,en,AG0291,,,,2018-03-27,MG,2020-04-05,DP
W0514,SS00270,SS,270,en,AG0310,,Translated by project member,,2018-04-09,MG,2020-04-05,DP
W0515,SS00271,SS,271,en,AG0033,,周孜仁 recalled his father.,,2018-05-03,WH,2020-04-05,DP
W0516,SS00272,SS,272,en,AG0324,,Translated by project member,,2018-05-15,MG,2020-04-05,DP
W0517,SS00249,SS,249,en,AG0343,,,,2018-05-29,MG,2020-04-05,DP
W0518,SS00250,SS,250,en,AG0369,,,,2018-06-19,MG,2020-04-05,DP
W0519,SS00251,SS,251,en,AG0373,,,,2018-06-25,MG,2020-04-05,DP
W0520,SS00252,SS,252,en,AG0374,,Translated by project member,,2018-06-26,MG,2020-04-05,DP
W0521,SS00253,SS,253,en,AG0430,,Translated by project member,,2018-07-10,MG,2020-04-05,DP
W0522,SS00254,SS,254,en,AG0431,,Translated by project member,,2018-07-10,MG,2020-04-05,DP
W0523,SS00255,SS,255,en,AG0506,,,,2018-10-16,LH,2020-04-05,DP
W0524,SS00256,SS,256,en,AG0468,,Translated by project member,,2018-11-18,MG,2020-04-05,DP
W0525,SS00257,SS,257,zh,AG0031,,,,2018-11-18,MG,2020-04-05,DP
W0526,SS00258,SS,258,en,AG0517,,Translated by project member,,2018-11-06,WH,2020-04-05,DP
W0527,SS00259,SS,259,en,AG0518,,Translated by project member,,2018-11-06,WH,2020-04-05,DP
W0528,SS00260,SS,260,en,AG0519,,Translated by project member,,2018-11-06,WH,2020-04-05,DP
W0529,SS00261,SS,261,en,AG0614,,,,2019-02-19,LH,2020-04-05,DP
W0530,AW00058,AW,58,en,AG0080,,,,2018-02-09,OS,2020-04-05,DP
W0531,AW00079,AW,79,en,AG0136,,,,2018-02-09,OS,2020-04-05,DP
W0532,AW00080,AW,80,en,AG0136,,,,2018-02-09,OS,2020-04-05,DP
W0533,AW00081,AW,81,en,AG0136,,,,2018-02-09,OS,2020-04-05,DP
W0534,AW00082,AW,82,en,AG0288,,,,2018-03-23,MG,2020-04-05,DP
W0535,AW00083,AW,83,en,AG0289,,,,2018-03-23,MG,2020-04-05,DP
W0536,AW00084,AW,84,en,AG0636,,,,2018-03-27,MG,2020-04-05,DP
W0537,AW00085,AW,85,en,AG0295,,,,2018-04-03,MG,2020-04-05,DP
W0538,AW00086,AW,86,en,AG0276,,,,2018-03-17,WH,2020-04-05,DP
W0539,AW00087,AW,87,en,AG0030,,,,2018-03-17,WH,2020-04-05,DP
W0540,AW00088,AW,88,en,AG0281,,,,2018-04-11,WH,2020-04-05,DP
W0541,AW00089,AW,89,en,AG0281,,,,2018-04-11,WH,2020-04-05,DP
W0542,AW00090,AW,90,en,AG0153,,movie first screened in 1952 (Italy),,2018-04-25,MG,2020-04-05,DP
W0543,AW00091,AW,91,en,AG0384,,,,2018-05-31,DM,2020-04-05,DP
W0544,AW00092,AW,92,en,AG0388,,,,2018-05-31,DM,2020-04-05,DP
W0545,AW00093,AW,93,zh,AG0394,,,,2018-06-01,DM,2020-04-05,DP
W0546,AW00100,AW,100,en,AG0344,,,,2018-05-30,MG,2020-04-05,DP
W0547,AW00101,AW,101,en,AG0344,,,,2018-05-30,MG,2020-04-05,DP
W0548,AW00102,AW,102,en,AG0363,,,,2018-06-12,MG,2020-04-05,DP
W0549,AW00103,AW,103,en,AG0366,,Show tune from the 1927 musical Show boat; Lyrics by: AG0367,,2018-06-12,MG,2020-04-05,DP
W0550,AW00104,AW,104,en,AG0372,,,,2018-06-25,MG,2020-04-05,DP
W0551,AW00105,AW,105,en,AG0428,,Translated by project member.,,2018-07-09,MG,2020-04-05,DP
W0552,AW00106,AW,106,en,AG0093,,,,2018-08-03,MG,2020-04-05,DP
W0553,AW00107,AW,107,en,AG0093,,,,2018-08-03,MG,2020-04-05,DP
W0554,AW09999,AW,9999,en,AG0626,,,,2018-06-21,WH,2020-04-05,DP
W0555,AW00200,AW,200,en,AG0461,,the poem was written in 1788,,2018-11-06,MG,2020-04-05,DP
W0556,AW00201,AW,201,fr,AG0238,,,,2018-11-07,MG,2020-04-05,DP
W0557,AW00108,AW,108,en,AG0637,,,,2018-11-04,WH,2020-04-05,DP
W0558,AW00109,AW,109,en,AG0626,,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0559,AW00110,AW,110,en,AG0510,,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0560,AW00111,AW,111,en,AG0638,,It was later adapted into movie and TV shows.,,2018-11-04,WH,2020-04-05,DP
W0561,AW00112,AW,112,en,AG0639,,Translated by project member.,,2018-11-04,WH,2020-04-05,DP
W0562,AW00113,AW,113,en,AG0511,,Lyrics by AG0512.,,2018-11-04,WH,2020-04-05,DP
W0563,AW00114,AW,114,en,AG0513,,Lyrics by AG0514 in 1871.,,2018-11-04,WH,2020-04-05,DP
